store_id,user_id,grade,detail
17,146,3.2,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
148,164,2.1,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
84,194,1.7,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.
110,27,1.0,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
113,190,3.1,Morbi ut odio.
112,128,2.0,Cras non velit nec nisi vulputate nonummy.
74,102,3.2,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.
96,63,2.6,Nunc purus. Phasellus in felis. Donec semper sapien a libero.
145,159,4.8,Praesent blandit lacinia erat.
8,54,1.7,Sed ante. Vivamus tortor.
32,51,1.8,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat."
85,134,1.8,Ut tellus. Nulla ut erat id mauris vulputate elementum.
56,99,4.3,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat."
18,17,2.9,Fusce consequat. Nulla nisl. Nunc nisl.
46,13,1.6,Cras in purus eu magna vulputate luctus.
113,66,1.7,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
24,147,1.0,Etiam vel augue. Vestibulum rutrum rutrum neque.
74,70,4.1,Integer non velit.
156,32,4.2,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
163,90,1.1,Aenean sit amet justo. Morbi ut odio.
29,142,3.9,Morbi ut odio.
107,70,2.6,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
71,65,1.3,Donec quis orci eget orci vehicula condimentum.
154,180,3.3,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
48,96,4.7,Duis bibendum. Morbi non quam nec dui luctus rutrum.
54,27,2.4,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
53,171,2.7,Duis ac nibh.
37,167,2.2,Maecenas rhoncus aliquam lacus.
112,56,5.0,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
94,19,1.3,Curabitur at ipsum ac tellus semper interdum.
52,130,1.5,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
113,90,3.6,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
55,177,2.0,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
138,151,1.1,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.
65,81,4.9,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
109,135,3.6,Maecenas ut massa quis augue luctus tincidunt.
43,199,2.8,In hac habitasse platea dictumst.
24,53,2.4,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
48,191,1.2,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
5,77,3.2,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
158,76,1.9,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
67,130,1.7,Integer a nibh.
129,142,2.9,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices."
27,153,2.3,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla."
150,40,2.4,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.
54,155,1.2,In hac habitasse platea dictumst. Etiam faucibus cursus urna.
150,15,1.2,Aliquam non mauris.
35,2,3.2,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
62,107,1.8,Morbi vel lectus in quam fringilla rhoncus.
118,144,3.0,Aenean sit amet justo. Morbi ut odio.
34,68,4.5,Donec vitae nisi.
104,178,4.7,Phasellus sit amet erat. Nulla tempus.
156,41,3.1,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
155,39,4.1,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
40,128,1.0,In hac habitasse platea dictumst.
71,86,2.0,In quis justo. Maecenas rhoncus aliquam lacus.
58,2,3.2,In congue. Etiam justo.
100,17,3.2,Etiam pretium iaculis justo. In hac habitasse platea dictumst.
32,104,2.8,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.
39,182,3.5,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
29,77,5.0,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.
80,160,4.3,Quisque ut erat. Curabitur gravida nisi at nibh.
63,107,2.3,Fusce consequat. Nulla nisl.
171,67,3.1,Ut at dolor quis odio consequat varius. Integer ac leo.
108,51,2.5,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
97,46,3.5,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
29,44,3.9,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.
114,48,4.6,Maecenas rhoncus aliquam lacus.
119,116,4.4,Integer a nibh.
152,27,3.7,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam."
119,94,4.2,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.
49,52,1.3,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.
32,186,2.0,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
168,148,4.4,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum."
165,200,3.5,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
38,191,4.7,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
109,175,1.5,Nulla tellus. In sagittis dui vel nisl.
118,131,1.3,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
91,163,2.9,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
137,16,2.7,Fusce consequat. Nulla nisl.
74,165,4.6,Suspendisse potenti. In eleifend quam a odio.
18,116,3.2,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc."
51,137,3.9,Ut tellus.
39,111,2.1,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.
23,51,3.8,Mauris sit amet eros.
46,149,3.3,Etiam justo.
132,84,3.7,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.
87,69,2.6,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti."
129,97,1.4,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
158,71,2.3,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.
2,58,4.5,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
147,74,4.1,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.
112,197,1.4,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam."
141,45,4.9,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
136,30,1.9,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum."
35,14,4.6,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
55,170,4.7,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
59,57,4.1,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat."
89,111,3.4,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
38,88,3.0,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
127,13,1.5,Sed ante. Vivamus tortor.
136,161,3.6,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
100,124,1.2,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
83,184,2.9,Cras pellentesque volutpat dui.
160,62,3.9,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
54,177,2.4,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
84,159,4.8,Morbi non quam nec dui luctus rutrum. Nulla tellus.
159,153,1.4,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum."
158,40,1.8,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.
86,192,1.7,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
91,159,1.3,Donec posuere metus vitae ipsum. Aliquam non mauris.
97,17,4.4,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
12,51,1.1,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
76,112,2.7,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
76,59,3.2,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam."
127,51,4.0,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim."
56,51,4.3,Morbi a ipsum. Integer a nibh. In quis justo.
25,176,3.0,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
28,86,1.5,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
89,170,4.5,Aenean auctor gravida sem.
48,71,3.9,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
173,13,2.0,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
11,27,3.7,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.
132,177,1.4,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
79,64,4.0,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
146,44,3.3,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.
26,114,3.6,Sed ante. Vivamus tortor.
106,169,3.0,Proin risus. Praesent lectus.
161,18,4.4,Phasellus sit amet erat.
84,56,4.1,Morbi a ipsum.
119,54,2.0,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.
115,35,4.2,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
60,170,1.2,Donec posuere metus vitae ipsum.
139,38,2.9,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
60,63,3.8,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
64,174,3.3,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
138,107,1.0,Nulla suscipit ligula in lacus.
151,12,2.2,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
59,59,2.9,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.
8,14,3.9,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.
